material,damping_kg_s,comparison,first_experiment,second_experiment,time_s,position_rms_m,velocity_rms_m_s,position_max_m,velocity_max_m_s,com_position_difference_m,com_velocity_difference_m_s,internal_kinetic_difference_j,body_elastic_difference_j
oak,10000,quality_refinement,adaptive-100,adaptive-10,0.0013,2.2184538278394793e-09,0.0003346057433887098,1.3436950302425643e-08,0.004905934572111571,4.47778008249818e-11,1.4014994297872896e-06,6.57851097708162e-05,0.0004031034200000505
oak,10000,quality_refinement,adaptive-100,adaptive-10,0.0014,2.5604771536598376e-09,0.000470535571067135,1.9309933436118707e-08,0.002931735028715275,1.199753477989081e-10,1.0310696438864397e-06,5.157605671401999e-05,0.00017496987599996405
oak,10000,quality_refinement,adaptive-100,adaptive-10,0.0015,3.129768574858388e-09,0.0005996164868595001,1.7249586398149223e-08,0.007818065258896608,2.565164222527653e-10,2.235178315990183e-06,2.974337582339892e-06,6.321627400002194e-05
oak,10000,quality_refinement,adaptive-100,adaptive-10,0.0016,3.919596328864418e-09,0.000639638183407714,2.5066820935027532e-08,0.006068619538774357,4.800343795423786e-10,2.2351794353170362e-06,9.239251391657266e-05,0.00015858310100000383
oak,10000,quality_refinement,adaptive-100,adaptive-10,0.0017,4.222371633767103e-09,0.0007871872002878868,2.8269225925020666e-08,0.009983215950192142,7.035520821529072e-10,2.23517591357858e-06,1.8500637473384263e-05,8.469119499998623e-05
oak,10000,quality_refinement,adaptive-100,adaptive-10,0.0018,5.009511359478817e-09,0.0009244015021759614,3.5429007782204604e-08,0.01109739582951717,9.270696119416117e-10,2.235175936338152e-06,8.906107381967399e-05,0.0001552516830000128
oak,10000,quality_refinement,adaptive-100,adaptive-10,0.0019,5.663663485256085e-09,0.0009947585736780166,3.1073477209011494e-08,0.013434751460237284,1.1505871751237419e-09,2.2351748607540856e-06,3.6503943976473607e-06,6.984091700001915e-05
oak,10000,quality_refinement,adaptive-100,adaptive-10,0.002,6.522791803764975e-09,0.0011661003022385966,3.2540682947249456e-08,0.011109616033687611,1.3741045641830039e-09,2.2351734421111047e-06,2.2648614981385373e-05,4.354194099998043e-05
oak,10000,quality_refinement,adaptive-100,adaptive-10,0.0021,7.322088807628506e-09,0.001185211323106606,5.363242789848592e-08,0.0070167154413372556,1.5976218752881305e-09,2.2351728459213405e-06,0.00011774859094942913,5.1558035000009994e-05
oak,10000,quality_refinement,adaptive-100,adaptive-10,0.0022,7.880352416777117e-09,0.001483042909520595,4.492932395870275e-08,0.01925964355850997,1.8211392207082565e-09,2.235173825471115e-06,0.00025757074582566375,0.00019138025099998957
oak,10000,quality_refinement,adaptive-100,adaptive-10,0.0023,8.987281854443834e-09,0.0014879397317889584,4.5599418892897887e-08,0.017373461985042124,2.0446565640141874e-09,2.2351735518011395e-06,0.0004440906215309459,0.00037790012799998607
oak,10000,quality_refinement,adaptive-100,adaptive-10,0.0024,9.30998864083824e-09,0.0017263490683210908,6.141355214586756e-08,0.019419731220875425,2.268174063878913e-09,2.2351757568150887e-06,0.00020226363501235634,0.00013607311499999608
oak,10000,quality_refinement,adaptive-100,adaptive-10,0.0025,1.0201487046495274e-08,0.0018516128764761717,4.890336971231671e-08,0.02839087488565389,2.491691570221746e-09,2.2351755696314868e-06,0.00020084230284789228,0.0002670326789999955
oak,10000,quality_refinement,adaptive-100,adaptive-10,0.0026,1.0823932934139483e-08,0.0019786987279349164,6.993350553492085e-08,0.029156526195049524,2.715209194064989e-09,2.2351764920047756e-06,0.0002809984921844366,0.00021480802599999071
oak,10000,quality_refinement,adaptive-100,adaptive-10,0.0027,1.1129171153043514e-08,0.002122243427457593,8.957957469547733e-08,0.03589762131248056,2.938726936038836e-09,2.235176737697131e-06,7.287843595360499e-05,6.687927000009752e-06
oak,10000,quality_refinement,adaptive-100,adaptive-10,0.0028,1.200953201000996e-08,0.0021184050937646678,9.818036704168185e-08,0.023553525089539545,3.1622446274922495e-09,2.2351757100746994e-06,0.00047610442075718407,0.0004099139829999987
oak,10000,quality_refinement,adaptive-100,adaptive-10,0.0029,1.301658791561666e-08,0.002172514582837997,1.3186182808781424e-07,0.03568328228683765,3.385762306097867e-09,2.2351759211280964e-06,0.00019066897446506914,0.00012447864000000863
oak,10000,quality_refinement,adaptive-100,adaptive-10,0.003,1.3696250814569471e-08,0.002404784096896551,5.864954156943489e-08,0.056950464928163476,3.609279898499248e-09,2.235175983078541e-06,0.0002293321882859134,0.00016314184600002557
oak,10000,quality_refinement,adaptive-100,adaptive-10,0.0031,1.4022651643567693e-08,0.0023911690350261194,1.2280470404348226e-07,0.03232585828037338,3.8327973120614805e-09,2.235173666820245e-06,9.30385556107971e-05,0.00015922889099995174
oak,10000,quality_refinement,adaptive-100,adaptive-10,0.0032,1.4110402819818349e-08,0.002786896850004042,7.571305932208006e-08,0.04786533046879569,4.056314690441353e-09,2.2351735976533504e-06,0.00021766324652602864,0.00015147293900003023
oak,10000,quality_refinement,adaptive-100,adaptive-10,0.0033,1.611864709077324e-08,0.0026021449057518483,1.408657052165458e-07,0.027153705447034576,4.279832111972471e-09,2.2351732034131544e-06,4.1053062476259505e-05,2.5137296999988568e-05
oak,10000,quality_refinement,adaptive-100,adaptive-10,0.0034,1.591043185155589e-08,0.002998752612650058,7.980149341335618e-08,0.04871146610503502,4.5033493358535336e-09,2.2351711747026215e-06,6.283657434510981e-05,3.3537779999814887e-06
oak,10000,quality_refinement,adaptive-100,adaptive-10,0.0035,1.7013786001062382e-08,0.002943785257216163,1.5895300213885751e-07,0.0289200774077213,4.726866499669796e-09,2.23516767683396e-06,0.0007076658351782283,0.0007738561319999837
oak,10000,quality_refinement,adaptive-100,adaptive-10,0.0036,1.8472596392427045e-08,0.00287636365646297,1.1276596388015091e-07,0.043665011182886966,4.950382972903484e-09,2.235164533570533e-06,6.162795820496836e-05,0.000127818192000001
oak,10000,quality_refinement,adaptive-100,adaptive-10,0.0037,1.8084788455823943e-08,0.003413524725572397,1.0945135636323347e-07,0.06730222999511569,5.173899300637241e-09,2.235163950370378e-06,0.0003609445211852913,0.0004271348510000439
oak,10000,quality_refinement,adaptive-100,adaptive-10,0.0038,1.9954759370706975e-08,0.0031024572128087037,1.3863231655227284e-07,0.0456419145999886,5.397415816263233e-09,2.235166120856391e-06,0.0003745690379619582,0.00044075939899998473
oak,10000,quality_refinement,adaptive-100,adaptive-10,0.0039,2.007324321421606e-08,0.00357283447086149,1.392773042126279e-07,0.042929992143171725,5.620932816744439e-09,2.235170964537403e-06,0.0007591133113979964,0.0008253036570000094
oak,10000,quality_refinement,adaptive-100,adaptive-10,0.004,2.102312419128481e-08,0.0034986041133535273,1.4568659117446433e-07,0.03557170331715124,5.844450003383157e-09,2.2351722154256848e-06,0.0004592192649602589,0.0005254096359999516
oak,10000,quality_refinement,adaptive-100,adaptive-10,0.0041,1.9992707474562386e-08,0.004038325100831557,1.208795531255778e-07,0.05068410795633082,6.067967401766558e-09,2.235176169818054e-06,0.0005177056629895871,0.00045151516200003794
oak,10000,quality_refinement,adaptive-100,adaptive-10,0.0042,2.3115164236120117e-08,0.0037025296205155166,1.372111455769596e-07,0.03996216274890127,6.291485121507484e-09,2.2351776863827055e-06,0.00035967450822016467,0.0004258650529999908
oak,10000,quality_refinement,adaptive-100,adaptive-10,0.0043,2.3529583917990544e-08,0.0038374432323812937,1.2485597578088103e-07,0.0450489257115427,6.515002873123955e-09,2.2351773037998512e-06,0.00019479362629329366,0.00012860317599999727
oak,10000,quality_refinement,adaptive-100,adaptive-10,0.0044,2.4548937775609253e-08,0.00442961295856867,9.632477656554939e-08,0.06367808462482719,6.7385207682887915e-09,2.235179204723714e-06,0.0008461496154295589,0.0009123400540000104
oak,10000,quality_refinement,adaptive-100,adaptive-10,0.0045,2.3898737217435912e-08,0.004531208930676677,1.6069358289130399e-07,0.05397153634500222,6.962038669958843e-09,2.2351786709284838e-06,0.00026509395076818043,0.00033128439300000867
oak,10000,quality_refinement,adaptive-100,adaptive-10,0.0046,2.4464202844671626e-08,0.004661877445419364,1.393080596838404e-07,0.0552290309225907,7.185556268269126e-09,2.2351759784156044e-06,0.00013758645737727004,0.0002037768280000185
oak,10000,quality_refinement,adaptive-100,adaptive-10,0.0047,2.6243199802846133e-08,0.00460530038345183,1.635273392203831e-07,0.08260654579869153,7.409073954182944e-09,2.235176956855156e-06,0.0005306346120528826,0.00046444415899998814
oak,10000,quality_refinement,adaptive-100,adaptive-10,0.0048,2.6802022365176743e-08,0.004780991909934957,2.4137303484987966e-07,0.058525852460222266,7.632591595644472e-09,2.235177006815192e-06,0.0005183756929847405,0.0005845661309999972
oak,10000,quality_refinement,adaptive-100,adaptive-10,0.0049,2.7024673837855485e-08,0.00494631937794219,1.6569550363802688e-07,0.08004862995949265,7.856109232769193e-09,2.235175495135522e-06,0.001399125757628128,0.0014653162389999808
oak,10000,quality_refinement,adaptive-100,adaptive-10,0.005,2.7513710952328256e-08,0.00480205914364106,3.307058184026274e-07,0.04489355446417514,8.079626798987093e-09,2.2351754751515074e-06,0.00032437324577175297,0.00025818271400002146
oak,10000,fixed_comparison,adaptive-10,fixed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oak,10000,fixed_comparison,adaptive-10,fixed,0.0001,9.672677970807343e-16,0.0,1.3732700395566711e-15,0.0,5.122684419745268e-16,0.0,0.0,3.5098178699150597e-19
oak,10000,fixed_comparison,adaptive-10,fixed,0.0002,1.557415866441313e-15,8.713579417825513e-11,2.593921520345449e-15,1.0284741617886945e-09,9.96740108432296e-16,0.0,1.7391142697344624e-19,4.49462532398e-19
oak,10000,fixed_comparison,adaptive-10,fixed,0.0003,1.3677023457868898e-15,1.3898389927820155e-10,3.621384730087435e-15,1.8282243419830872e-09,1.0007312085712244e-15,0.0,4.424497099596593e-19,3.6878538769502e-19
oak,10000,fixed_comparison,adaptive-10,fixed,0.0004,1.390350844791407e-15,1.186762313485722e-10,5.219395220747612e-15,1.3055248588151504e-09,1.010373324408418e-15,0.0,3.225985596212811e-19,5.9642706867005e-19
oak,10000,fixed_comparison,adaptive-10,fixed,0.0005,1.4925779061524787e-15,1.2070671680454524e-10,4.390285229094995e-15,6.19096777772739e-10,1.0068672667718846e-15,0.0,3.3077947496916027e-19,8.5659767559133e-19
oak,10000,fixed_comparison,adaptive-10,fixed,0.0006,1.443892828969011e-15,1.4513446800375598e-10,4.495996320873173e-15,1.9545553328370794e-09,1.0052943953359583e-15,2.7755575615628914e-17,4.849153987476661e-19,7.3932603616268005e-19
oak,10000,fixed_comparison,adaptive-10,fixed,0.0007,1.4100255209202254e-15,1.620803632352798e-10,5.140254672001901e-15,1.9980531595049305e-09,1.0059510024857383e-15,0.0,6.003222730859469e-19,6.5717381015857e-19
oak,10000,fixed_comparison,adaptive-10,fixed,0.0008,1.4717312290736112e-15,1.832576402095978e-10,6.84930814768203e-15,2.9383569176253763e-09,1.0040414603105165e-15,3.521787733787174e-16,7.667544906169773e-19,8.305089053051699e-19
oak,10000,fixed_comparison,adaptive-10,fixed,0.0009,1.5504429645735979e-15,1.613115913354846e-10,5.82515836617058e-15,1.1694499323394939e-09,1.0023647994759756e-15,4.1540741810552243e-16,5.869191858296442e-19,1.11498765435564e-18
oak,10000,fixed_comparison,adaptive-10,fixed,0.001,1.5552794740583578e-15,1.8500780825080343e-10,4.7425718635865574e-15,1.7583821256575099e-09,1.0051195052894454e-15,5.080386868766167e-13,7.724756832030557e-19,9.888705817270099e-19
oak,10000,fixed_comparison,adaptive-10,fixed,0.0011,5.110119249235988e-09,0.000853479082582064,2.1032285038580287e-08,0.011556613143611024,1.3094401539988239e-10,5.608005710922015e-06,1.0049480650864417e-05,0.00018998865999986236
oak,10000,fixed_comparison,adaptive-10,fixed,0.0012,1.0538158613631482e-08,0.0014486650183148293,6.21420306184492e-08,0.010136101509548811,5.339426038051996e-12,3.204390412306357e-06,0.0003868707019609452,0.0005050249699998233
oak,10000,fixed_comparison,adaptive-10,fixed,0.0013,1.5698686742514428e-08,0.0023132032229384114,9.431125141956542e-08,0.03149711489799617,2.758673409083476e-10,9.443043189283351e-06,0.0004294518371735778,0.0031192016899996844
oak,10000,fixed_comparison,adaptive-10,fixed,0.0014,1.873916207399785e-08,0.0035411427978400355,1.2109605289985209e-07,0.030959061358256313,7.163484657894255e-10,6.060296260712583e-06,0.0003294896535380454,0.0017969860509999824
oak,10000,fixed_comparison,adaptive-10,fixed,0.0015,2.35177488650228e-08,0.004416262369300903,1.520965318954547e-07,0.046521277550469406,1.712667603223904e-09,1.7281554830606005e-05,3.364530684929479e-05,0.0005562198740000079
oak,10000,fixed_comparison,adaptive-10,fixed,0.0016,3.045684311495858e-08,0.00496778003554978,1.6702871061258231e-07,0.07594207461349246,3.4408232079537117e-09,1.7281555932724402e-05,0.0006414969188549557,0.001164071463000016
oak,10000,fixed_comparison,adaptive-10,fixed,0.0017,3.317205485383263e-08,0.006505795044673966,1.385154457275034e-07,0.09198778537172053,5.168978561148704e-09,1.7281552412429235e-05,0.00033721761054167354,0.0008597921260000141
oak,10000,fixed_comparison,adaptive-10,fixed,0.0018,4.071318702022524e-08,0.0069273541423176925,2.875272757910125e-07,0.07094298474693848,6.897133740654533e-09,1.7281552431080982e-05,0.0007708927308766045,0.0012934672959999949
oak,10000,fixed_comparison,adaptive-10,fixed,0.0019,4.5160497092658157e-08,0.007987870412661309,2.335482818874811e-07,0.08324578993936341,8.625288948458047e-09,1.7281551351944202e-05,3.100547487899785e-05,0.0005535799540000164
oak,10000,fixed_comparison,adaptive-10,fixed,0.002,5.208275787998244e-08,0.00852913351260765,3.010770299944111e-07,0.07183745313109774,1.0353443985391302e-08,1.7281549917647077e-05,0.00018219704672481352,0.0003403774679999749
oak,10000,fixed_comparison,adaptive-10,fixed,0.0021,5.6367933160064723e-08,0.009723846225449195,2.406353113208406e-07,0.11002591095126268,1.2081598949357754e-08,1.728154932134629e-05,0.0011256477534479226,0.0006030732380000181
oak,10000,fixed_comparison,adaptive-10,fixed,0.0022,6.216519828136917e-08,0.010377892438703016,3.3183737542050786e-07,0.13869174783001023,1.380975393446615e-08,1.7281550278358537e-05,0.001767079654345638,0.0012445051999999956
oak,10000,fixed_comparison,adaptive-10,fixed,0.0023,6.776098300255292e-08,0.011034282947721673,2.851766489977403e-07,0.10329148454025731,1.553790892662186e-08,1.7281550015124658e-05,0.003789412620125665,0.003266838167000019
oak,10000,fixed_comparison,adaptive-10,fixed,0.0024,6.994390652451025e-08,0.012229206947346881,2.810326711695739e-07,0.0995516073200866,1.726606407837213e-08,1.728155219227201e-05,0.0010550893476873324,0.0005325148700000004
oak,10000,fixed_comparison,adaptive-10,fixed,0.0025,7.844058333681146e-08,0.012305892826093557,3.956599300414254e-07,0.07466575610326588,1.8994219225135072e-08,1.7281551982217813e-05,0.001058556896280649,0.0015811312319999882
oak,10000,fixed_comparison,adaptive-10,fixed,0.0026,8.161233291570719e-08,0.01388378604969562,3.5652104857231137e-07,0.11782606084754545,2.0722374490807886e-08,1.728155291846889e-05,0.0017145096281928618,0.0011919352020000051
oak,10000,fixed_comparison,adaptive-10,fixed,0.0027,8.459827466818304e-08,0.014828893904834845,4.041169837574667e-07,0.11754094969059418,2.2450529876305373e-08,1.7281553147618922e-05,0.00022423145639566266,0.0007468059279999995
oak,10000,fixed_comparison,adaptive-10,fixed,0.0028,8.938832664587334e-08,0.015638320993021856,4.561020960358597e-07,0.15889988103123517,2.4178685204675566e-08,1.728155209690385e-05,0.003268142401288837,0.0027455680010000094
oak,10000,fixed_comparison,adaptive-10,fixed,0.0029,1.0038339671256521e-07,0.01464805752951848,4.1729486745641844e-07,0.07519509949038526,2.590684052354544e-08,1.7281552308290316e-05,0.0024042856057528428,0.001881711310000006
oak,10000,fixed_comparison,adaptive-10,fixed,0.003,1.0278646973177404e-07,0.01644417231358589,3.634457620971254e-07,0.120443148582849,2.7634995760527558e-08,1.7281552388892507e-05,0.0020652634384361462,0.0015426891329999859
oak,10000,fixed_comparison,adaptive-10,fixed,0.0031,1.055678231670487e-07,0.017403180884365935,5.297064934323137e-07,0.0696812060144097,2.936315081830461e-08,1.7281550078629415e-05,0.001365096992432424,0.0018876712879999924
oak,10000,fixed_comparison,adaptive-10,fixed,0.0032,1.0414213828364823e-07,0.01917295347893589,4.977294658370379e-07,0.139243008837548,3.1091305838270105e-08,1.728155001090581e-05,0.0006242263392972625,0.0001016520710000468
oak,10000,fixed_comparison,adaptive-10,fixed,0.0033,1.20736617702974e-07,0.018090033059379423,5.713286580085391e-07,0.05521571055137133,3.2819460898025825e-08,1.72815496141121e-05,0.0013914386055763894,0.0008688642840000149
oak,10000,fixed_comparison,adaptive-10,fixed,0.0034,1.20239218526812e-07,0.019983263452726892,6.181336864030662e-07,0.09176760492558576,3.4547615753734696e-08,1.7281547537773e-05,0.0005359771318085849,0.0010585514459999779
oak,10000,fixed_comparison,adaptive-10,fixed,0.0035,1.326941212044743e-07,0.019451280179238587,5.767394431069228e-07,0.08636588046093477,3.627577055962448e-08,1.728154403946025e-05,0.005190225173315743,0.005712799428999993
oak,10000,fixed_comparison,adaptive-10,fixed,0.0036,1.3579709321343682e-07,0.02021069335711477,4.1057751166575306e-07,0.12517425532090776,3.80039246691312e-08,1.7281540895419667e-05,0.0010614656963595093,0.0005388915030000163
oak,10000,fixed_comparison,adaptive-10,fixed,0.0037,1.385367609932595e-07,0.021159468672593097,5.327240396313382e-07,0.08780983438889028,3.973207863411378e-08,1.7281540285019048e-05,0.0025667353466463094,0.003089309636000015
oak,10000,fixed_comparison,adaptive-10,fixed,0.0038,1.449650094956783e-07,0.022047937375881323,4.342550098834761e-07,0.10006067395577968,4.14602327800497e-08,1.7281542368796643e-05,0.0019452999557484918,0.0024678742769999873
oak,10000,fixed_comparison,adaptive-10,fixed,0.0039,1.5202909880926783e-07,0.022400792311068066,4.35821672573491e-07,0.09000893416000161,4.3188387403793514e-08,1.7281547208591874e-05,0.004784057616366216,0.005306631921000005
oak,10000,fixed_comparison,adaptive-10,fixed,0.004,1.5468410039139458e-07,0.023694480638886534,6.273388525601664e-07,0.090252697329532,4.491654221694744e-08,1.7281548490233334e-05,0.002439788682530697,0.002962363012999958
oak,10000,fixed_comparison,adaptive-10,fixed,0.0041,1.4979798618087672e-07,0.025923934793591234,5.832236749103714e-07,0.11164553050716812,4.664469723967766e-08,1.728155245750429e-05,0.00015744131470868394,0.0006800157739999535
oak,10000,fixed_comparison,adaptive-10,fixed,0.0042,1.665784153999326e-07,0.024210030952571533,4.532630046459923e-07,0.10744414401192519,4.837285258398224e-08,1.7281553924108906e-05,0.0005034686397539789,0.0010260431449999885
oak,10000,fixed_comparison,adaptive-10,fixed,0.0043,1.6781848647860942e-07,0.025176540358709098,7.982898590497278e-07,0.11309203385437977,5.010100795951184e-08,1.7281553544634676e-05,0.003027907810500552,0.002505333399999976
oak,10000,fixed_comparison,adaptive-10,fixed,0.0044,1.8466093626753085e-07,0.023886905304234374,7.315264805821205e-07,0.08716444188917018,5.182916347663825e-08,1.728155544666876e-05,0.0012951894417586596,0.001817763840000014
oak,10000,fixed_comparison,adaptive-10,fixed,0.0045,1.7359740740610225e-07,0.02808516758635827,7.100995491893247e-07,0.13170091675723825,5.355731900287195e-08,1.7281554908210595e-05,0.004428216830380527,0.0049507912320000125
oak,10000,fixed_comparison,adaptive-10,fixed,0.0046,1.7390977364320487e-07,0.02835790723193215,5.390674356685852e-07,0.08063401316988465,5.528547422140908e-08,1.7281552166070746e-05,0.0019112141071692679,0.002433788437000012
oak,10000,fixed_comparison,adaptive-10,fixed,0.0047,1.827321289431637e-07,0.029331319797068836,8.420163027378358e-07,0.20174569769373285,5.701362953448864e-08,1.7281553154058216e-05,0.0030118213426233442,0.002489246929999994
oak,10000,fixed_comparison,adaptive-10,fixed,0.0048,1.9665090297349006e-07,0.02772626259166201,7.370973816589466e-07,0.1187822754804398,5.8741784798562256e-08,1.7281553206682787e-05,0.002604119280687489,0.003126693678999981
oak,10000,fixed_comparison,adaptive-10,fixed,0.0049,1.9436859160035092e-07,0.02954541873480678,6.663461074724042e-07,0.14859147732583264,6.046994005331174e-08,1.7281551633718806e-05,0.010290649454235745,0.010813223890999979
oak,10000,fixed_comparison,adaptive-10,fixed,0.005,1.9152510764427153e-07,0.03051889926537323,7.520743512183575e-07,0.10311862854794751,6.219809523086602e-08,1.728155159097522e-05,0.0022087831725152857,0.0016862086839999901
